Question,Title,Bodys,Intent_Classific
业务部门如何处理和利用“业务咨询接待登记表”？,【产权交易】上海联合产权交易所有限公司业务咨询接待服务规定（沪联产交〔2019〕49号）,业务部门，处理，利用，“业务咨询接待登记表”,日常问题
施工直接发包和合同备案手续办理需要多长时间？,上海市城乡建设和交通委员会关于印发《可直接发包产业项目的直接发包手续与建设工程合同备案手续合并办理的办事指南》的通知,施工直接发包，合同备案手续办理，时间,政策文件信息
政府采购活动中，能否以企业的注册资本金、资产总额等规模条件对中小企业进行差别待遇？,财政部、工业和信息化部关于印发《政府采购促进中小企业发展暂行办法》的通知,政府采购活动，企业注册资本金，资产总额，中小企业，差别待遇,政策文件信息
客户参与碳排放交易需要提交哪些材料进行开户登记？,【碳排放权】上海环境能源交易所碳排放交易会员管理办法（试行）,客户，参与，碳排放交易，提交，材料，开户登记,政策文件信息
响应方提交的电子投标保函和电子履约保函是否会被限制或拒收？,上海市公共资源交易管理办法,响应方，电子投标保函，电子履约保函，限制，拒收,政策文件信息
国有资产监督管理机构在国有独资企业兼并破产过程中有哪些职责？,企业国有资产监督管理暂行条例,国有资产监督管理机构，国有独资企业，兼并破产，职责,政策文件信息
在产权交易中，转让方可以对意向受让方提出哪些具体要求？,金融企业国有资产转让管理办法,产权交易，转让方，意向受让方，具体要求,政策文件信息
在进行企业增资时，哪些文件是必须提供的？,企业国有资产交易监督管理办法,企业增资，文件,政策文件信息
磋商过程中，磋商小组可以对采购需求中的技术要求进行实质性变动吗？,财政部关于印发《政府采购竞争性磋商采购方式管理暂行办法》的通知,磋商过程，磋商小组，技术要求,政策文件信息
采购人在签订合同时，能否提出超出采购文件的要求？,政府采购非招标采购方式管理办法,采购人，签订合同，超出采购文件，要求,政策文件信息
未登记的供应商可以先获取采购文件吗？需要在什么时间前完成登记手续？,上海市财政局关于印发《上海市政府采购供应商登记及诚信管理办法》的通知(2017),未登记的供应商，获取采购文件，时间前，完成登记手续,政策文件信息
如果投诉书内容不符合规定，财政部门会如何处理？,政府采购质疑和投诉办法,投诉书内容不符合规定，财政部门，处理,政策文件信息
企业国有资产交易标的需要满足哪些条件才能进行交易？,企业国有资产交易监督管理办法,企业国有资产交易标的，条件，进行交易,政策文件信息
供应商在磋商过程中需要重新提交响应文件时，签字和盖章的要求是什么？,财政部关于印发《政府采购竞争性磋商采购方式管理暂行办法》的通知,供应商，磋商过程，重新提交响应文件，签字，盖章,政策文件信息
采购人和采购代理机构在提供材料时需要承担哪些责任？,上海市财政局关于印发《上海市政府采购供应商登记及诚信管理办法》的通知(2017),采购人，采购代理机构，责任,政策文件信息
供应商能否委托他人代为提出质疑和投诉？如果可以，需要准备哪些材料？,政府采购质疑和投诉办法,供应商，委托他人，提出质疑和投诉，材料,政策文件信息
上海市公共资源交易中心发起方信用记分，哪些情况下发起方的评估结果会被标注为较差？,【综合采购】上海市公共资源交易中心发起方信用记分评估标准（试行）,上海市公共资源交易中心，发起方信用记分，评估结果，较差,政策文件信息
财政部门及其工作人员在政府采购监督管理中存在违法违纪行为，会受到怎样的处理？,政府采购货物和服务招标投标管理办法,财政部门，工作人员，政府采购监督管理，违法违纪行为，处理,政策文件信息
大型居住社区项目在什么条件下可以并联实施勘察、设计、施工和监理的招投标手续？,上海市城乡建设和交通委员会关于印发《关于加强本市大型居住社区工程建设服务和管理工作的若干意见》的通知,大型居住社区项目，条件，可以并联实施勘察，设计，施工，监理，招投标手续,政策文件信息
公开招标项目中，如果合格投标人不足3家，是否可以进行评标？,政府采购货物和服务招标投标管理办法,公开招标项目，合格投标人，评标,政策文件信息
投标人在投标截止时间前可以对投标文件进行哪些操作？需要履行哪些手续？,政府采购货物和服务招标投标管理办法,投标，投标人，投标截止时间，操作，手续,政策文件信息
在进行资产转让时，是否可以对受让方设置资格条件？,企业国有资产交易监督管理办法,资产转让，受让方，资格条件,政策文件信息
运营机构在区域性股权市场可以开展哪些具体的业务活动？,区域性股权市场监督管理试行办法,运营机构，区域性股权市场，具体业务活动,政策文件信息
在尽职调查中，如何分析增资人业务所需依赖的关键资源？,【产权交易】企业增资业务受托机构工作指引（试行）,尽职调查，增资人，业务，关键资源,政策文件信息
区域性股权市场的诚信档案是否对公众开放查询？,区域性股权市场监督管理试行办法,区域性股权市场，诚信档案，公众，开放查询,政策文件信息
在政府采购信息化管理中，哪些系统功能是重点建设的？,财政部关于加强政府采购活动内部控制管理的指导意见,政府采购信息化管理，系统功能，重点建设,政策文件信息
