Question,True_Title,Recalling,Recall_Weight
在评估增资人公司管理层和核心技术人员的稳定性时，需要考虑哪些因素？,【产权交易】企业增资业务受托机构工作指引（试行）,1,1
转让方未履行内部决策程序或职工安置方案审议程序，是否会导致产权交易被中止？,【产权交易】上海联合产权交易所有限公司交易中止和终结操作细则（沪联产交〔2018〕50号）,1,2
受托机构在处理尽职调查工作底稿时，对未公开披露的信息有哪些保密义务？,【产权交易】企业增资业务受托机构工作指引（试行）,1,1
国家出资企业内部的资产转让是否可以非公开进行？,企业国有资产交易监督管理办法,1,1
上海市公共资源交易中心中介机构评估结果为优秀后，能获得哪些具体待遇？,【综合采购】上海市公共资源交易中心中介机构和中介机构从业人员信用记分评估标准（试行）,1,1
企业国有资产交易是否可以在非依法设立的产权交易机构中进行？,企业国有资产交易监督管理办法,1,1
对于工期较长的施工招标项目，招标文件中是否需要包含工程造价指数体系和价格调整方法？,工程建设项目施工招标投标办法,1,1
增资人在申请增资信息预公告时，需要提交哪些主要材料？,【产权交易】企业增资业务规则（试行）,1,1
国有及国有控股金融企业作为上市公司股份转让方，在确定受让方后需要向财政部门报送哪些材料？,金融企业国有资产转让管理办法,1,1
如果采购人未按规定确定成交供应商，会受到哪些处罚？,政府采购非招标采购方式管理办法,1,1
如果质疑和投诉文书的提交期限届满日是节假日，该如何处理？,政府采购质疑和投诉办法,1,1
投标人在投标过程中是否可以与其他投标人协商报价？,政府采购货物和服务招标投标管理办法,1,1
电子招标投标系统具体包括哪些平台？各平台的主要功能是什么？,电子招标投标办法,1,1
事业单位在进行对外投资时需要遵循哪些程序和要求？,财政部关于进一步规范和加强行政事业单位国有资产管理的指导意见,1,1
擅自转让房屋建设工程会受到哪些处罚？,上海市房地产转让办法,1,1
评标委员会成员在评审过程中出现意见分歧时，如何处理？,政府采购货物和服务招标投标管理办法,1,3
在重大专项改革中，如何确保涉及的资产处置工作安全进行？,财政部关于进一步规范和加强行政事业单位国有资产管理的指导意见,1,1
纳入配额管理的单位在解散、注销、停止生产经营或迁出本市时，应如何处理碳排放报告？,上海市碳排放管理试行办法,1,1
碳排放交易的资金划付和配额交割是如何进行的？,上海市碳排放管理试行办法,1,1
交易所自营类会员资格是否可以进行转让？,【碳排放权】上海环境能源交易所碳排放交易会员管理办法（试行）,1,2
磋商文件的发售期限和供应商提交首次响应文件的时间间隔有何具体要求？,财政部关于印发《政府采购竞争性磋商采购方式管理暂行办法》的通知,1,1
会员在推荐会员代表时需要提交哪些文件？,【碳排放权】上海环境能源交易所碳排放交易会员管理办法（试行）,1,2
乡村振兴战略中，到2035年的主要目标是什么？,中共中央、国务院关于实施乡村振兴战略的意见,1,1
在竞争性谈判项目中，供应商重新提交响应文件时需要哪些签字和附件要求？,政府采购非招标采购方式管理办法,1,1
申请上海市公共资源交易中心隔夜评标，评标场地需要提前多久提交预约申请？,【综合采购】上海市公共资源交易中心隔夜评标操作指引,1,1
如果投标文件没有按照招标文件要求签署和盖章，投标会被判定为无效吗？,政府采购货物和服务招标投标管理办法,1,3
综合性区域评估包括哪些具体内容？,上海市优化营商环境条例,0,
在公共资源交易活动中，能否以供应商的注册地或所有制作为限制条件？,上海市公共资源交易管理办法,1,1
上海市公共资源拍卖中心的日常运行由谁负责？,上海市拍卖行业协会关于成立上海市公共资源拍卖中心的请示报告,1,1
在什么情况下，采购人可以终止已经发布的招标活动？,政府采购货物和服务招标投标管理办法,1,1
全国范围内的拍卖活动由哪个部门负责监督管理？,中华人民共和国拍卖法,1,2
企业国有资产的所有权归属及管理机制是怎样的？,企业国有资产监督管理暂行条例,1,3
会员单位是否必须设立会员代表？会员代表的职责是什么？,【碳排放权】上海环境能源交易所碳排放交易会员管理办法（试行）,1,2
中标结果公告时，需要同时公告哪些文件？,财政部关于做好政府采购信息公开工作的通知,1,10
涂改或伪造商品房预售许可证会有什么法律后果？,上海市房地产转让办法,1,1
竞争性谈判项目中，最终投资人如何确定？,【产权交易】企业增资业务规则（试行）,1,3
上海市公共资源拍卖中心如何满足信息发布和查询需求？,上海市拍卖行业协会关于成立上海市公共资源拍卖中心的请示报告,1,5
财政部门在处理投诉事项时，主要采用什么方式？在什么情况下会进行调查取证或组织质证？,政府采购质疑和投诉办法,1,1
政府购买服务项目中，购买主体能否为承接主体的融资行为提供担保？,政府购买服务管理办法,1,1
申请参与碳排放配额交易的机构投资者需要满足哪些条件？,【碳排放权】上海环境能源交易所碳排放交易机构投资者适当性制度实施办法（试行）,1,3
联交所在确定投资人择优结果后，多久内向参与增资活动的各方发出通知？,【产权交易】企业增资业务规则（试行）,1,3
区域性股权市场参与者违反规定，地方金融监管部门可以采取哪些监督管理措施？,区域性股权市场监督管理试行办法,1,1
提交符合要求的申请材料后，交易所多久会给出办理意见？,【碳排放权】上海环境能源交易所碳排放交易会员管理办法（试行）,1,3
如果项目必须进行招标，但招标人试图通过化整为零的方式规避招标，会受到什么处罚？,工程建设项目施工招标投标办法,1,3
如何确定招标拍卖挂牌的标底或底价？,招标拍卖挂牌出让国有建设用地使用权规定,1,1
在进行行业竞争能力分析时，如何利用SWOT分析法评估公司与主要竞争对手的差异？,【产权交易】企业增资业务受托机构工作指引（试行）,1,1
财政部门对集中采购机构考核结果的公告需要包含哪些内容？,财政部关于做好政府采购信息公开工作的通知,1,2
地方财政部门在制定行政事业单位资产管理地方性制度时，需要涵盖哪些方面？,财政部关于进一步规范和加强行政事业单位国有资产管理的指导意见,1,2
各级国有资产监督管理机构的职责是什么？,企业国有资产监督管理暂行条例,1,1
如何确保行政事业单位的资产配置科学合理？,财政部关于进一步规范和加强行政事业单位国有资产管理的指导意见,1,1
在尽职调查结论中，如何确认增资人的合法合规性？,【产权交易】企业增资业务受托机构工作指引（试行）,1,1
评标专家在什么情况下会被从评标专家库中除名？,评标专家和评标专家库管理暂行办法,1,2
什么是《上海市房地产转让办法》中所定义的房地产转让？,上海市房地产转让办法,1,1
